year,country_id,country,region,latitude,longitude,success,suicide,attack_type,target_type,gname,weapon_type,nperps,nkill,nkillus,nkillter,nwound
2014,45,Colombia,South America,8.86879,-73.194094,1,0,Bombing/Explosion,Utilities,National Liberation Army of Colombia (ELN),Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,182,Somalia,Sub-Saharan Africa,2.033333,45.35,1,1,Bombing/Explosion,Business,Al-Shabaab,Explosives/Bombs/Dynamite,2,4,0,1.5,20
2014,153,Pakistan,South Asia,30.191332,67.003051,1,1,Bombing/Explosion,Private Citizens & Property,Jaish-e-Islam,Explosives/Bombs/Dynamite,1,3,0,1,31
2014,153,Pakistan,South Asia,29.033333,69.15,0,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,182,Somalia,Sub-Saharan Africa,1.097128,42.598368,1,0,Hostage Taking (Kidnapping),NGO,Al-Shabaab,Unknown,-99,,0,0,
2014,95,Iraq,Middle East & North Africa,36.37658,43.18292,1,1,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,1,2,0,1,6
2014,95,Iraq,Middle East & North Africa,33.9976,44.365196,1,0,Armed Assault,Military,Unknown,Firearms,-99,2,0,0,3
2014,95,Iraq,Middle East & North Africa,33.66564,44.375984,1,0,Armed Assault,Police,Muslim Fundamentalists,Firearms,-99,4,0,0,12
2014,92,India,South Asia,24.782772,93.943216,1,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,92,India,South Asia,24.812291,93.947471,1,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,4,Afghanistan,South Asia,31.363647,63.958611,1,0,Unknown,Military,Unknown,Unknown,-99,1,1,0,0
2014,60,Egypt,Middle East & North Africa,30.121675,31.245176,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,1,0,0,0,3
2014,95,Iraq,Middle East & North Africa,33.354334,43.783581,1,0,Armed Assault,Police,Islamic State of Iraq and the Levant (ISIL),Firearms,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.351466,43.784267,1,0,Armed Assault,Police,Islamic State of Iraq and the Levant (ISIL),Firearms,-99,1,0,0,0
2014,95,Iraq,Middle East & North Africa,33.354334,43.783581,1,0,Armed Assault,Police,Islamic State of Iraq and the Levant (ISIL),Firearms,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.354334,43.783581,1,0,Armed Assault,Police,Islamic State of Iraq and the Levant (ISIL),Firearms,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.354334,43.783581,1,0,Armed Assault,Government (General),Islamic State of Iraq and the Levant (ISIL),Firearms,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.429436,43.304989,1,0,Armed Assault,Police,Islamic State of Iraq and the Levant (ISIL),Firearms,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.429436,43.304989,1,0,Armed Assault,Police,Islamic State of Iraq and the Levant (ISIL),Firearms,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.431012,43.309967,1,0,Armed Assault,Police,Islamic State of Iraq and the Levant (ISIL),Firearms,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.431585,43.308765,1,0,Armed Assault,Police,Islamic State of Iraq and the Levant (ISIL),Firearms,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.358348,43.779488,0,0,Armed Assault,Police,Islamic State of Iraq and the Levant (ISIL),Firearms,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.401137,43.909422,1,0,Armed Assault,Police,Islamic State of Iraq and the Levant (ISIL),Firearms,24,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.401137,43.909422,1,0,Armed Assault,Police,Islamic State of Iraq and the Levant (ISIL),Firearms,24,0,0,0,0
2014,4,Afghanistan,South Asia,32.105916,66.907497,1,0,Bombing/Explosion,Police,Taliban,Explosives/Bombs/Dynamite,-99,1,0,0,2
2014,95,Iraq,Middle East & North Africa,33.036082,40.285743,1,1,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,1,3,0,1,6
2014,182,Somalia,Sub-Saharan Africa,2.033333,45.35,1,1,Bombing/Explosion,Military,Al-Shabaab,Explosives/Bombs/Dynamite,1,7,0,1.5,20
2014,182,Somalia,Sub-Saharan Africa,2.033333,45.35,1,0,Bombing/Explosion,Business,Al-Shabaab,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,36.34,43.13,1,0,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,-99,4,0,0,14
2014,137,Mozambique,Sub-Saharan Africa,-20.57698,33.835765,1,0,Armed Assault,Private Citizens & Property,Mozambique National Resistance Movement (MNR),Firearms,-99,0,0,0,2.5
2014,153,Pakistan,South Asia,29.033333,69.15,1,0,Armed Assault,Private Citizens & Property,Unknown,Firearms,-99,7,0,0,1
2014,92,India,South Asia,29.230103,77.070837,1,0,Assassination,Government (General),Unknown,Melee,12,1,0,0,0
2014,153,Pakistan,South Asia,24.894111,66.992844,1,0,Armed Assault,Police,Unknown,Firearms,-99,1,0,0,0
2014,45,Colombia,South America,8.608345,-73.316615,1,0,Bombing/Explosion,Utilities,National Liberation Army of Colombia (ELN),Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,45,Colombia,South America,8.608345,-73.316615,1,0,Bombing/Explosion,Utilities,National Liberation Army of Colombia (ELN),Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,45,Colombia,South America,8.608345,-73.316615,1,0,Bombing/Explosion,Utilities,National Liberation Army of Colombia (ELN),Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,24.861182,67.009883,1,0,Hostage Taking (Kidnapping),Violent Political Party,Unknown,Unknown,-99,1,0,0,0
2014,45,Colombia,South America,7.946283,-72.898807,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,National Liberation Army of Colombia (ELN),Unknown,-99,0,0,0,0
2014,92,India,South Asia,18.07404,81.750951,1,0,Hostage Taking (Kidnapping),Religious Figures/Institutions,Maoists,Melee,-99,1,0,0,0
2014,92,India,South Asia,18.793435,80.817976,1,0,Hostage Taking (Kidnapping),Police,Maoists,Unknown,-99,1,0,0,0
2014,104,Kenya,Sub-Saharan Africa,-4.320864,39.573348,1,0,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,10
2014,153,Pakistan,South Asia,27.342228,66.369349,1,0,Bombing/Explosion,Private Citizens & Property,Lashkar-e-Balochistan,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,160,Philippines,Southeast Asia,7.054216,124.673096,1,0,Armed Assault,Military,Bangsamoro Islamic Freedom Movement (BIFM),Firearms,-99,9,0,9,13
2014,182,Somalia,Sub-Saharan Africa,3.116667,43.65,1,0,Bombing/Explosion,Private Citizens & Property,Al-Shabaab,Explosives/Bombs/Dynamite,-99,3,0,0,0
2014,205,Thailand,Southeast Asia,6.07164,101.754635,1,0,Bombing/Explosion,Religious Figures/Institutions,Separatists,Explosives/Bombs/Dynamite,-99,0,0,0,1
2014,228,Yemen,Middle East & North Africa,12.78439,45.001367,1,0,Assassination,Government (General),Al-Qa`ida in the Arabian Peninsula (AQAP),Firearms,-99,1,0,0,0
2014,95,Iraq,Middle East & North Africa,33.410953,44.432131,1,0,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite,-99,4,0,0,6
2014,95,Iraq,Middle East & North Africa,33.7,45.083333,1,1,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,1,16,0,1,30
2014,95,Iraq,Middle East & North Africa,35.422322,44.40156,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,36.342244,43.134818,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,1
2014,95,Iraq,Middle East & North Africa,33.325,44.422,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,2,0,0,5
2014,95,Iraq,Middle East & North Africa,36.354536,43.098421,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,4
2014,95,Iraq,Middle East & North Africa,34.542762,43.494015,1,0,Bombing/Explosion,Utilities,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,229,Democratic Republic of the Congo,Sub-Saharan Africa,0.5,29.466667,1,0,Assassination,Military,Allied Democratic Forces (ADF),Explosives/Bombs/Dynamite,-99,4,0,0,8
2014,95,Iraq,Middle East & North Africa,36.16417,43.25966,1,0,Armed Assault,Police,Islamic State of Iraq and the Levant (ISIL),Firearms,3,2,0,2,0
2014,95,Iraq,Middle East & North Africa,33.325,44.422,1,0,Armed Assault,Military,Islamic State of Iraq and the Levant (ISIL),Firearms,-99,4,0,2,
2014,95,Iraq,Middle East & North Africa,36.346656,43.158996,1,0,Armed Assault,Military,Unknown,Firearms,-99,1,0,0,0
2014,110,Lebanon,Middle East & North Africa,33.852028,35.515373,1,1,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,-99,6,0,1,66
2014,95,Iraq,Middle East & North Africa,32.987356,44.356586,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,4,0,0,11
2014,153,Pakistan,South Asia,32.246185,70.356397,1,0,Bombing/Explosion,Police,Tehrik-i-Taliban Pakistan (TTP),Explosives/Bombs/Dynamite,-99,1,0,0,3
2014,153,Pakistan,South Asia,34.216456,71.714795,1,0,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,78,Greece,Western Europe,37.88217,23.768722,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,113,Libya,Middle East & North Africa,32.791944,12.484722,1,0,Armed Assault,Private Citizens & Property,Jund al-Islam,Firearms,-99,2,0,0,0
2014,4,Afghanistan,South Asia,33.969167,68.944722,1,0,Bombing/Explosion,Private Citizens & Property,Taliban,Explosives/Bombs/Dynamite,-99,5,0,0,15
2014,60,Egypt,Middle East & North Africa,30.78594,30.999786,0,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,4,Afghanistan,South Asia,34.341944,62.203056,1,0,Armed Assault,Government (General),Unknown,Firearms,-99,1,0,0,0
2014,75,Germany,Western Europe,52.520399,13.407226,1,0,Facility/Infrastructure Attack,Government (Diplomatic),Unknown,Incendiary,-99,0,0,0,0
2014,60,Egypt,Middle East & North Africa,30.882987,34.064142,0,0,Bombing/Explosion,Business,Ansar Bayt al-Maqdis (Ansar Jerusalem),Explosives/Bombs/Dynamite,1,1,0,1,0
2014,228,Yemen,Middle East & North Africa,16.41489,43.10772,1,0,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,34.005697,71.343584,1,0,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,200,Syria,Middle East & North Africa,,,1,0,Hostage Taking (Kidnapping),NGO,Unknown,Unknown,-99,0,0,0,0
2014,37,Cameroon,Sub-Saharan Africa,3.935741,13.843841,1,0,Armed Assault,Military,Seleka,Firearms,-99,7,0,4,0
2014,19,Bangladesh,South Asia,23.105471,90.886245,1,0,Armed Assault,Violent Political Party,Unknown,Firearms,-99,0,0,0,0
2014,229,Democratic Republic of the Congo,Sub-Saharan Africa,-4.325,15.322222,1,0,Armed Assault,Military,Unknown,Firearms,-99,0,0,0,0
2014,153,Pakistan,South Asia,34.029149,71.472235,1,0,Armed Assault,Military,Baloch Republican Army (BRA),Firearms,-99,2,0,2,1
2014,205,Thailand,Southeast Asia,6.429345,101.021248,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.325,44.422,1,0,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,3
2014,95,Iraq,Middle East & North Africa,33.329883,44.502598,1,0,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,6
2014,95,Iraq,Middle East & North Africa,33.061191,44.35487,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,2,0,0,3
2014,95,Iraq,Middle East & North Africa,36.733106,43.097305,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,3
2014,95,Iraq,Middle East & North Africa,33.664354,44.373779,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,3
2014,95,Iraq,Middle East & North Africa,33.66564,44.375984,1,0,Unknown,Police,Unknown,Unknown,-99,1,0,0,5
2014,95,Iraq,Middle East & North Africa,34.289224,44.543094,1,0,Armed Assault,Military,Unknown,Firearms,-99,2,0,0,1
2014,95,Iraq,Middle East & North Africa,33.306218,44.027399,1,0,Assassination,Terrorists/Non-State Militia,Unknown,Firearms,-99,1,0,0,0
2014,113,Libya,Middle East & North Africa,32.116667,20.066667,1,0,Armed Assault,Military,Unknown,Firearms,-99,0,0,0,1
2014,113,Libya,Middle East & North Africa,32.079411,20.119314,1,0,Armed Assault,Military,Unknown,Firearms,-99,0,0,0,1
2014,167,Russia,Eastern Europe,55.748468,37.998936,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,1,1,0,0,1
2014,205,Thailand,Southeast Asia,6.837476,101.212712,1,0,Armed Assault,Police,Separatists,Firearms,-99,1,0,0,0
2014,95,Iraq,Middle East & North Africa,33.350815,43.783293,1,1,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,1,6,0,1,7
2014,60,Egypt,Middle East & North Africa,31.211818,34.11028,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,4
2014,200,Syria,Middle East & North Africa,33.513,36.292,1,0,Bombing/Explosion,Utilities,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,200,Syria,Middle East & North Africa,34.733018,36.732112,1,0,Bombing/Explosion,Utilities,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,60,Egypt,Middle East & North Africa,30.049779,31.23648,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.759186,89.393563,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.8435,89.376297,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.883945,90.793548,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.883945,90.793548,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.883945,90.793548,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,22.617334,91.662083,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.50276,89.142393,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,22.292046,89.958012,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,23.903182,89.056153,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,22.912358,91.318004,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,22.912358,91.318004,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,22.912358,91.318004,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,22.912358,91.318004,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,22.912358,91.318004,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,153,Pakistan,South Asia,33.701455,71.094899,1,0,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,3
2014,19,Bangladesh,South Asia,24.729906,88.170605,1,0,Armed Assault,Private Citizens & Property,Unknown,Incendiary,-99,0,0,0,3
2014,153,Pakistan,South Asia,34.014975,71.58049,0,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,60,Egypt,Middle East & North Africa,31.10632,30.941975,0,0,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,33.668065,73.072993,1,0,Armed Assault,Religious Figures/Institutions,Muslim Fundamentalists,Firearms,2,2,0,0,0
2014,153,Pakistan,South Asia,34.011796,71.939307,0,0,Bombing/Explosion,Utilities,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,34.059984,73.500828,0,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,33.147985,73.75367,0,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,3,0,0,0,0
2014,19,Bangladesh,South Asia,25.99755,89.277434,1,0,Facility/Infrastructure Attack,Violent Political Party,Unknown,Incendiary,-99,0,0,0,0
2014,160,Philippines,Southeast Asia,8.947538,125.540623,1,0,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,155,West Bank and Gaza Strip,Middle East & North Africa,31.781781,35.230508,1,0,Armed Assault,Police,Unknown,Melee,1,0,0,0,1
2014,92,India,South Asia,19.996605,84.131565,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown,-99,,0,0,
2014,182,Somalia,Sub-Saharan Africa,2.799108,44.079391,1,0,Hostage Taking (Kidnapping),Government (Diplomatic),Al-Shabaab,Unknown,-99,,0,0,
2014,182,Somalia,Sub-Saharan Africa,2.058538,45.351006,1,0,Bombing/Explosion,Government (General),Al-Shabaab,Explosives/Bombs/Dynamite,-99,2,0,0,2
2014,4,Afghanistan,South Asia,34.171831,70.621679,1,1,Bombing/Explosion,Military,Taliban,Explosives/Bombs/Dynamite,6,7,1,6,0
2014,4,Afghanistan,South Asia,34.288258,70.782509,1,0,Bombing/Explosion,Police,Taliban,Explosives/Bombs/Dynamite,-99,3,0,0,0
2014,4,Afghanistan,South Asia,33.561423,69.934051,1,0,Bombing/Explosion,Government (General),Taliban,Explosives/Bombs/Dynamite,6,4,0,0,0
2014,182,Somalia,Sub-Saharan Africa,1.807696,44.693574,1,0,Unknown,Military,Al-Shabaab,Unknown,-99,,0,,
2014,182,Somalia,Sub-Saharan Africa,2.033333,45.35,1,0,Armed Assault,Private Citizens & Property,Al-Shabaab,Firearms,-99,1,0,0,0
2014,104,Kenya,Sub-Saharan Africa,-1.26487,36.850277,1,0,Bombing/Explosion,Business,Al-Shabaab,Explosives/Bombs/Dynamite,-99,0,0,0,1
2014,205,Thailand,Southeast Asia,6.868611,101.25,1,0,Armed Assault,Business,Unknown,Firearms,-99,1,0,0,1
2014,95,Iraq,Middle East & North Africa,33.7,45.083333,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,1
2014,95,Iraq,Middle East & North Africa,33.75,44.633333,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,1
2014,95,Iraq,Middle East & North Africa,35.402767,44.406374,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,35.390205,44.378021,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,35.463746,44.391578,0,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,35.402767,44.406374,0,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.325,44.422,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,4
2014,95,Iraq,Middle East & North Africa,36.34,43.13,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,1
2014,95,Iraq,Middle East & North Africa,35.998266,42.826547,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,0
2014,95,Iraq,Middle East & North Africa,36.083796,42.377322,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,3,0,0,3
2014,95,Iraq,Middle East & North Africa,34.929167,43.493056,1,0,Bombing/Explosion,Military,Abu Jaafar al-Mansur Brigades,Explosives/Bombs/Dynamite,-99,0,0,0,2
2014,95,Iraq,Middle East & North Africa,36.34,43.13,1,0,Armed Assault,Private Citizens & Property,Unknown,Firearms,-99,1,0,0,0
2014,95,Iraq,Middle East & North Africa,36.16417,43.25966,1,0,Armed Assault,Police,Unknown,Firearms,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,36.142311,43.024778,1,0,Armed Assault,Military,Unknown,Firearms,-99,1,0,1,0
2014,228,Yemen,Middle East & North Africa,17.088291,49.403801,1,0,Bombing/Explosion,Utilities,Hadramawt Tribes Alliance,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,34.533712,43.494015,1,0,Armed Assault,Military,Unknown,Firearms,-99,0,0,0,4
2014,4,Afghanistan,South Asia,34.536258,69.182618,1,0,Bombing/Explosion,Military,Taliban,Explosives/Bombs/Dynamite,6,0,0,0,0
2014,153,Pakistan,South Asia,30.252129,66.955522,1,0,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,4
2014,4,Afghanistan,South Asia,31.823601,64.564087,1,0,Bombing/Explosion,Private Citizens & Property,Taliban,Explosives/Bombs/Dynamite,-99,5,0,0,0
2014,60,Egypt,Middle East & North Africa,30.882987,34.064142,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,2
2014,95,Iraq,Middle East & North Africa,36.34,43.13,1,0,Armed Assault,Military,Unknown,Firearms,1,1,0,1,0
2014,92,India,South Asia,24.81529,94.088195,1,0,Bombing/Explosion,Military,Manipur Naga People's Army (MNPA),Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.278531,88.751805,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.278531,88.751805,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.092858,89.359252,1,0,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,2
2014,19,Bangladesh,South Asia,22.849681,91.393846,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,22.849658,91.39381,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,22.849651,91.394151,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.460489,90.866653,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.460489,90.866653,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.460489,90.866653,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.427145,89.931121,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.427145,89.931121,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.427145,89.931121,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,23.870348,89.915978,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,23.837506,89.787257,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,23.837506,89.787257,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,23.23843,91.12331,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,23.23843,91.12331,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,23.23843,91.12331,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.035177,91.127257,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,22.159427,90.119766,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,22.159427,90.119766,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,22.158791,90.11636,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,22.166626,90.280787,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,24.645894,89.248011,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,22.101585,92.076281,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,25.307408,89.527481,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,25.307408,89.527481,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,25.307408,89.527481,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,25.307408,89.527481,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,-99,0,0,0,0
2014,19,Bangladesh,South Asia,23.134618,90.914782,1,0,Facility/Infrastructure Attack,Government (General),Unknown,Unknown,-99,1,0,0,0
2014,153,Pakistan,South Asia,30.12,67.01,1,0,Bombing/Explosion,Transportation,Baloch Republican Army (BRA),Explosives/Bombs/Dynamite,-99,1,0,0,9
2014,4,Afghanistan,South Asia,33.067612,68.066948,1,0,Armed Assault,Police,Taliban,Firearms,15,15,0,15,
